id;judul;isbn_issn;tahun_terbit;deskripsi;
2402;DARI RADIKALISME MENUJU TERORISME;9,79E+12;2012;SETARA Institute merupakan organisasi perhimpunan yang menaruh perhatian pada penguatan demokrasi  pluralisme  dan hak asasi manusia. Isu radikalisme dan terorisme merupakan salah satu fokus kajian yang dikembangkan SETARA Institute sejak tahun 2007.;4.500.000
2411;ISLAM DAN TERORISME;9799731402;2005;Berbagai gesekan dan benturan yang terjadi antarumat beragam bahkan antaragama yang melanda tanah air akhir-akhir ini lebih disebabkan oleh ulah individu atau golongan yang mengatasnamakan agama untuk kepentingan pribadi atau kelompoknya  bukan karena agama itu sendiri.;5.000.000
2421;DASAR DASAR MENULIS KARYA ILMIAH;97966910610;1997;"Bacalah baik-baik makalah / paper yang berjudul Tidur: Kawasan yang Belum Tertaklukkan"". Sebelum memahami dinamika  bagian-bagian dan unsur-unsur karangan  peta atau diagram karangan.""";5.000.000
2452;DERADIKALISASI TERORISME;9,79E+12;2009;Terdapat berbagai interpretasi tentang pengertian teror  teroris  dan terorisme. Kata-kata tersebut menjadi kunci yang sangat penting untuk dipahami dalam pembahasan buku ini. Kata teror sendiri berasal dari bahasa Latin terrorem yang memiliki arti rasa takut yang luar biasa. Dalam kata kerja  terrere berarti membuat takut atau menakut-nakuti.;5.000.000
2461;RADIKALISME HANCURKAN ISLAM;9799966914;2005;Radikalisme dan terorisme yang menggunakan simbol agama telah merusak citra kemanusiaan  citra agama  dan menempatkan kaum muslimin pada posisi yang sulit.;5.000.000
2468;JARINGAN BARU TERORIS SOLO;9,79E+12;2014;Ada kesulitan tersendiri untuk memahami apa sebenarnya yang terjadi terkait dengan aksi-aksi terorisme. Terorisme terdengar begitu menggetarkan dan menakutkan karena pasca-aksinya selalu dibahas heboh di semua media massa.;5.000.000
2530;2 HIMPUNAN PERATURAN PERUNDANG UNDANGAN REPUBLIK INDONESIA TAHUN 2004;9,79E+11;2005;Himpunan Peraturan Perundang-undangan Republik Indonesia tahun 2004;4.000.000
2597;100 HIKMAH RAMADHAN;9,79E+11;2012;"Manusia dalam hidupnya menghadapi dua macam rayuan yang dapat menjerumuskan  setan dan nafsunya. Dalam konteks Ramadhan kita ingat sabda Nabi  Di bulan Ramadhan setan terbelenggu."" Tapi ternyata kedurhakaan masih ada. Penyebabnya pastilah nafsu manusia sendiri  yang puasanya tidak mampu mengendalikan nafsunya.""";4.952.381
2598;13 Konsep Beyond Leadership;9,79E+12;2011;13 Konsep Beyond Leadership;5.000.000
2599;21 Menit Paling Bermakna dalam Hari - Hari Pemimpin Sejati;600217;2002;21 Menit Paling Bermakna dalam Hari - Hari Pemimpin Sejati;5.000.000
2601;5 Prinsip Kepemimpinan Strategi Jitu Membuat Orang Lain Mengikuti Kemauan Anda;9793727276;2005;5 Prinsip Kepemimpinan Strategi Jitu Membuat Orang Lain Mengikuti Kemauan Anda;5.000.000
2604;69 Konspirasi Dunia;9,79E+12;2011;69 Konspirasi Dunia;5.000.000
2639;Bom Bali Buku Putih Tidak Resmi Investigasi Teror Bom Bali;9,78E+12;2002;Bali telah menjadi kata kunci bagi gerbang kelangsungan hidup bangsa Indonesia. Ketika negeri ini memasuki krisis ekonomi  dan hampir semua wilayah menderita akibat krisis itu  Bali tetap tegak dengan tegar. Wisatawan asing yang datang membawa dollar menemukan Bali bagaikan the lost paradise  surga yang hilang  karena murahnya kehidupan yang diukur dengan dollar.;4.333.333
2717;Gaya Indonesia Menghadang Terorisme;9,79E+12;2009;Setiap manusia membutuhkan kedamaian  kecukupan  dan kemakmuran. Namun  seringkali yang diperoleh adalah suatu keadaan dan kondisi yang sebaliknya  yaitu peperangan  kekerasan  kekurangan  dan kemiskinan.;4.500.000
2727;GERAKAN SALAFI RADIKAL DI INDONESIA;9794219029;2004;Munculnya berbagai gerakan Islam dalam beberapa tahun terakhir pasca-jatuhnya Soeharto patut untuk dicermati. Hal ini disebabkan oleh kenyataan bahwa aksi-aksi yang mereka lakukan bertolak belakang dengan kelompok mayoritas Muslim di negeri ini yang dikenal moderat dan toleran.;4.000.000
2755;ISIS Mengungkap Fakta Terorisme Berlabel Islam;9,79E+12;2014;Mengikuti berita perkembangan ISIS  terutama pasca-bom Paris  ingatan kita terbawa pada sebuah film yang dikenal sangat berani mengkritik kekerasan dan intoleransi agama  namun dengan cara satir yang jenaka.;5.000.000
2756;ISIS Organisasi teroris Paling Mengerikan Abad Ini;9,79E+12;2014;Ketika Uni Soviet menguasai Afghanistan  timbullah akal Amerika dan jamaahnya ingin mengusir Uni Soviet tanpa pengorbanan. Maka dibentuklah perlawanan terhadap Uni Soviet dengan menggunakan orang-orang Muslim garis keras dari Afghanistan dan negeri-negeri Ilsam lainnya yang berpaham Salafi Wahabi.;5.000.000
2788;Ketahanan Pangan;9786026912O77;2016;Ketahanan Pangan;5.000.000
2880;METODE PENELITIAN KUANTITATIF KUALITATIF DAN R&D;9,79E+12;2019;METODE PENELITIAN KUANTITATIF KUALITATIF DAN R&D;5.000.000
2904;Organisasi dan Tugas Ajudan Jenderal Komando Daerah Militer (Orgas Ajendam);600302;2017;Organisasi dan Tugas Ajudan Jenderal Komando Daerah Militer (Orgas Ajendam);5.000.000
2906;Organisasi dan Tugas Batalyon Zeni Tempur (Organ Yonzipur);600318;2016;Organisasi dan Tugas Batalyon Zeni Tempur (Organ Yonzipur);5.000.000
2932;Organisasi dan Tugas Pusat Penerbangan Angkatan Darat (Organ Puspenerbad);600297;2012;Organisasi dan Tugas Pusat Penerbangan Angkatan Darat (Organ Puspenerbad);5.000.000
2936;Organisasi dan Tugas Topografi Komando Daerah Militer (Orgas Topdam);600309;2011;Organisasi dan Tugas Topografi Komando Daerah Militer (Orgas Topdam);4.000.000
2994;Petunjuk Penyelenggaraan tentang Penyelenggaraan Latihan;600334;2019;Petunjuk Penyelenggaraan tentang Penyelenggaraan Latihan;5.000.000
3054;Selamatkan Negeri Kita dari Terorisme;9799643112;2002;Dalam perjalanan sejarah  rasa kebersamaan kita berkali-kali diuji. Tidak hanya pihak asing yang menguji kita melalui penjajahan  namun juga perpecahan internal melalui aneka pemberontakan. Alhamdulilah  selama ini kita selalu berhasil mengatasi krisis  dan tetap bersatu sebagai sebuah bangsa.;5.000.000
3102;TERORISME SEBAGAI KEJAHATAN TERHADAP KEMANUSIAAN;9,79E+11;2012;TERORISME SEBAGAI KEJAHATAN TERHADAP KEMANUSIAAN;5.000.000
3108;The Leader of the Future;9796638576;2000;The Leader of the Future;5.000.000
3117;To Be A Great Leader;9,79E+12;2007;To Be A Great Leader;5.000.000
3118;Transformasi Sosial Menuju Masyarakat Industri;600270;1986;Transformasi Sosial Menuju Masyarakat Industri;5.000.000
3119;Tuntunlah Sang Gajah;9797982130;2003;Tuntunlah Sang Gajah;5.000.000
3120;UNTUK NEGARAKU SEBUAH POTRET PERJUANGAN DI TIMOR TIMUR;600191;2002;UNTUK NEGARAKU SEBUAH POTRET PERJUANGAN DI TIMOR TIMUR;5.000.000
3123;Wartawan? Matilah Kau;9,79E+12;2010;Siapa bilang Indonesia tak hebat. Saya coba lihat data sejarah. Selama 43 tahun setelah merdeka  kita hanya punya dua presiden. Tapi yang mengejutkan setelah itu dalam tempo sembilan tahun kita punya empat presiden.;5.000.000
3154;Organisasi dan Tugas Pusat Kesenjataan Artileri Medan Kodiklat TNI AD (Orgas Pussenarmed Kodiklat TNI AD);600315;2006;Organisasi dan Tugas Pusat Kesenjataan Artileri Medan Kodiklat TNI AD (Orgas Pussenarmed Kodiklat TNI AD);5.000.000
3197;Darurat Terorisme;9,79E+12;2014;Upaya penindakan terorisme dengan menggunakan pendekatan penegakan hukum (koersif) belum mampu mencegah berulangnya aksi terorisme  dan seringkali memicu pertentangan di tengah masyarakat bahkan memunculkan rasa dendam yang tinggi terhadap aparat penegak hukum.;4.500.000
3257;Relationship 101;9,79E+12;2010;Relationship 101;4.000.000
3267;Kejahatan Terorisme Perspektif Agama, HAM dan Hukum;9793304146;2004;Mengapa bangsa yang katanya berbudaya  berbudi luhur  ramah-tamah  sopan-santun  religius  tolong menolong  dan gotong royong ini berubah menjadi bangsa atau masyarakat yang 'homo homini lupus'  anarkis  brutal  dalam hampir seluruh bidang kehidupan  dan strata (Prof. J.E. Sahetapy  2000).;5.000.000
3303;Membatasi Kekuasaan Telaah Mengenai Jiwa Undang-Undang;9795118110;1993;Membatasi Kekuasaan Telaah Mengenai Jiwa Undang-Undang;5.000.000
3388;Terorisme ideologi penebar ketakutan;9,79E+12;2010;Terorisme ideologi penebar ketakutan;5.000.000
3395;Ungkapan Sejarah Lahirnya Golongan Karya;600488;1983;Ungkapan Sejarah Lahirnya Golongan Karya;5.000.000
3399;Yahudi Zionis Kapitalis;9794940011;1990;Yahudi Zionis Kapitalis;4.333.333
3420;Ali Sadikin Tantangan Demokrasi;9794163201;1995;Ali Sadikin Tantangan Demokrasi;5.000.000
3452;Organisasi dan Tugas Ajudan Jenderal Komando Daerah Militer (Orgas Ajendam) Uji Coba;600560;2017;Organisasi dan Tugas Ajudan Jenderal Komando Daerah Militer (Orgas Ajendam) Uji Coba;5.000.000
3458;Origins of Terorism;9794219770;2003;Teroris dan terorisme secara internasional telah menjadi kekuatan besar. Penyanderaan dan tindakan-tindakan kekerasan untuk suatu tujuan politik sudah menjadi hal yang biasa di seluruh dunia.;5.000.000
3510;Transformasi Revolisioner di Dunia Arab;600541;1985;Transformasi Revolisioner di Dunia Arab;5.000.000
3516;9 Rahasia Sukses SBY;9,79E+12;2013;9 Rahasia Sukses SBY;5.000.000
3552;Visi Revolusioner Anak Pahlawan Revolusi;9,86E+11;2010;Tidak ada fakta sejarah yang sekelam dan semisteri G-30-S. Ikhtiar menelusuri jejaknya  seringkali bagaikan memasuki labirin gelap. Berbagai ulasan kerap tidak memuaskan  bahkan terjebak dalam sikap kecurigaan.;5.000.000
3559;Sejarah Teror Jalan Panjang Menuju 11/9;9,79E+12;2011;Pada Hari Raya Saint Patrick  Daniel Coleman  seorang agen di kantor FBI (Federal Bureu of Investigation/Biro Penyelidik Federal) wilayah New York yang menangni kasus intelijen asing  mengemudikan mobilnya ke Tysons Corner di kawasan Virginia  untuk menerima penugasan baru.;5.000.000
3579;Zionis Islael dan Kebangkitan Nasionalisme Arab;600608;1991;Zionis Islael dan Kebangkitan Nasionalisme Arab;4.166.667
3609;Wawancara Imajiner dengan Bung Karno;9,79E+12;2012;Melalui komunikasi emosional dan interaksi intelektual  penulis kembali melakukan wawancana dengan Bung Karno terkait perbagai topik menarik yang relevan dengan tantangan yang dihadapi nation state Indonesia dalam percaturan dan transformasi geopolitik abad ke-21.;5.000.000
3628;KEPEMIMPINAN INTEGRATIF BERBASIS ESQ;979989140X;2004;KEPEMIMPINAN INTEGRATIF BERBASIS ESQ;5.000.000
3712;KONVENSI PERSERIKATAN BANGSA - BANGSA TANTANG HUKUM LAUT (UNCLOS 1982);97978641436;2012;KONVENSI PERSERIKATAN BANGSA - BANGSA TANTANG HUKUM LAUT (UNCLOS 1982);5.000.000
3738;WHEN FASTER HARDER SMARTER IS NOT ENOUGH;9795338455;2002;Buku ini akan menunjukkan kepada Anda cara mengubah stres menjadi sukses dengan mengaktifkan kreativitas dan sukacita di dalam hati Anda.;5.000.000
3740;AKU MELAWAN TERORIS SEBUAH KEDUSTAAN ATAS NAMA ULAMA AHLUSUSUNNAH;97995806767;2005;Siapa tak kenal Imam Samudra? Ia begitu popular karena menjadi tersangka dalam kasus Bom Bali. Sebuah buku atas namanya meluncur  yang berjudul : AKU MELAWAN TERORIS. Repotnya  buku yang sarat subhat itu justru menggunakan berbagai 'dalil' yang kemudian ditafsir seenak perut. Tujuannya tentu  mencari pembenaran atas aksi yang mengatasnamakan Islam itu.;4.666.667
3743;Metodologi Penelitian Sosial dan Hukum;97946148410;2005;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
3762;Deradikalisasi Nusantara;9,79E+11;2016;Terorisme seakan tidak mengenal akhir. Selama cita-cita perjuangan mereka tidak pernah tercapai selama itu potensi ancaman terorisme akan terus berlangsung.;4.500.000
3780;Mediasi Dan Resolusi Konflik Di Indonesia Dari Konflik Agama Hingga Mediasi Peradilan;9,79E+11;2007;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
3782;Tunnels;9,79E+12;2008;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
3786;Warga Baru (Kasus Cina di Indonesia);9798285018;1996;Buku ini tidak bermaksud untuk mengungkit masalah hubungan pribumi dan non pribumi atas dasar prasangka yang emosional dan tak beralasan. Namun merupakan upaya untuk mendapatkan titik-titik persoalan yang sudah mengabur  yang mudah-mudahan dapat menjadi bahan untuk upaya penyelesaian.;5.000.000
3793;Petunjuk Teknis Tentang Latihan POSKo I;97913319094;2016;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
3810;Untuk Bangsa dan Tanah Air;97926882227;1980;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
3867;Peralihan Kekuasaan Kajian Teroris dan Yuridis Terhadap Pidato Nawaksara;97972278787;1997;Peralihan kekuasaan Presiden merupakan tema besar dalam ilmu politik dan ketatanegaraan  UUD 1945 telah memberikan ketentuan tentang pemilihan Presiden dan Wakil Presiden  namun dalam praktek tidak cukup dihormati.;5.000.000
3908;Kerjasama ASEAN dalam Upaya Nasional Menuju Peran untuk Memerangi Terorisme Melalui Pemberantasan Pencucian Uang dan Penyelundupan Senjata;97940965331;2003;Isu terorisme telah menjadi perhatian dunia semenjak peristiwa 11 September 2001 yang menimpa Menara Kembar World Trade Center di New York dan markas besar Departemen Pertahanan Amerika Serikat (Pentagon).;5.000.000
3909;Teror & Demokrasi dalam I'dad (Persiapan) Jihad (Perang);97913099434;2013;Meluasnya aksi jihad perang atas nama Tuhan  antara lain dengan teror  memicu sanggahan bahwa pemahaman itu sebagai kepalsuan atau kesalahan penafsiran Al-Qur'an dan sejarah kenabian.;5.000.000
3915;Hubungan Internasional di Asia Tenggara;9,79E+12;2010;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
3919;West Irian is Indonesian Territory & The Second Great War;97926299492;2012;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
3959;Wawasan Nusantara Materi Pelengkap Pendidikan Kewiraan Mahasiswa;97972917891;1988;Selama beberapa tahun terakhir ini masyarakat Indonesia telah mengenal Wawasan Nusantara terutama sejak ditetapkannya Wawasan Nusantara di tahun 1973 dalam TAP IV MPR sebagai wawasan yang melandasi pembangunan nasional Indonesia.;4.000.000
3984;Trump The Way To The Top;9796949903;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4002;17 Bom Waktu Hubungan Indonesia-Malaysia;9797781232;2011;Sejatinya  hubungan antara Indonesia dan Malaysia tidak perlu ada konflik: sekecil apapun. Termasuk peperangan;5.000.000
4010;Understanding International Relations;9,78E+12;2009;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4014;5 Langkah Jitu Menuju Indonesia Baru;9792620052;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4055;Terorisme Adjie S., Msc;9794168556;2005;Pada suatu hari  aksi teroris akan terjadi di berbagai tempat di seluruh belahan dunia  untuk berbagai motivasi dan alasan. Apa pun bentuknya motivasi dan alasan tersebut  sebagai kelompok separatis  anarkhis  ketidak sepakatan  nasionalis  Marxist revolusionaris  ideologi kepercayaan/agama  politik dan lain sebagainya  telah menandai bahwa mereka sebagai teroris  yang secara langsung telah melakukan aksi kekerasan terhadap non-combatan.;5.000.000
4065;16 Skandal Spionase di Indonesia & Dunia;9797943763;2012;Apa Anda terpukau dengan plot yang cepat dan penuh kejutan dalam trilogy film The Bourne  atau heran dengan intrik-inteik di film Salt  atau juga tertarik dengan kecanggihan alat-alat yang dipakai James Bond  maka ingatlah itu hanya cerita fiksi.;4.500.000
4077;Teror Bom di Indonesia;9793858044;2005;Bumi Indonesia berguncang  masyarakat internasional terperangah  dan ibu pertiwi berduka ketika pada 12 Oktober 2002  bom meledak di Kuta  Bali. Sebanyak 202 orang meninggal  88 diantaranya berkewarganegaraan Australia.;5.000.000
4109;129 Pendekar Hukum Indonesia;9,79E+12;2011;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4113;Majapahit Menguak Majapahit Berdasarkan Fakta Sejarah;9,79E+12;2013;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4148;Yuridiksi Peradilan Militer Terhadap Anggota Tentara Nasional Indonesia yang Melakukan Tindak Pidana Umum;97999082012;2011;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4151;Undang - Undang Republik Indonesia Nomor 24 Tahun 2007 Tentang Penanggulangan Bencana;97948872731;2007;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4168;The Secret history Of The Iraq War ;97997011842;2004;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4180;Undang-Undang Perpustakaan (UU RI Nomor 43 Tahun 2007);97938933830;2007;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4184;Wilayah Kekerasan di Jakarta;9,79E+12;2009;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4187;Undang-Undang TNI 2004;9793421940;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
4199;Undang-Undang Pemerintahan Aceh;97985971282;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;5.000.000
